Description,Date,Amount,Area,Type
Supermercado Día semana,10/05/2018,"26,04",Food,Expenses
Frutería mercado local,04/05/2018,"19,84",Food,Expenses
Panadería desayunos semana,04/05/2018,"17,78",Food,Expenses
Ropa compra online,12/05/2018,"97,63",Invoice,Expenses
Pago suscripción app,09/05/2018,"10,03",Invoice,Expenses
Actividad deportiva semana,04/05/2018,"19,69",Leisure,Expenses
Depósito fondo inversión,01/04/2018,"20,00",Investment,Expenses
Cobro mensual empleo,21/04/2018,"154,72",Salary,Income
Brunch fin semana,15/04/2018,"30,78",Food,Expenses
Mercadona semana despensa,26/04/2018,"37,73",Food,Expenses
Cena romántica restaurante,04/04/2018,"49,01",Food,Expenses
Cena entre semana,01/04/2018,"29,80",Food,Expenses
Recibo agua mensual,06/04/2018,"17,87",Invoice,Expenses
Compra online facturada,17/04/2018,"16,19",Invoice,Expenses
Factura teléfono móvil,19/04/2018,"16,13",Invoice,Expenses
Cuota plataforma web,07/04/2018,"27,62",Invoice,Expenses
Karting tarde amigos,24/04/2018,"27,59",Leisure,Expenses
Cena restaurante semana,21/04/2018,"34,48",Leisure,Expenses
Streaming plataforma digital,11/04/2018,"34,97",Leisure,Expenses
Micro inversión fondo,01/03/2018,"15,00",Investment,Expenses
Transferencia nómina empresa,24/03/2018,"97,55",Salary,Income
Pizza noche viernes,22/03/2018,"11,05",Food,Expenses
Compra diaria alimentación,27/03/2018,"11,07",Food,Expenses
Tarifa plan datos móvil,03/03/2018,"46,24",Invoice,Expenses
Pago suscripción app,07/03/2018,"11,56",Invoice,Expenses
Recibo agua mensual,19/03/2018,"5,73",Invoice,Expenses
Suscripción software mensual,12/03/2018,"68,65",Invoice,Expenses
Netflix suscripción mensual,27/03/2018,"34,51",Leisure,Expenses
Tarde de compras,16/03/2018,"30,64",Leisure,Expenses
Café con compañeros,23/03/2018,"17,26",Leisure,Expenses
Devolución dinero prestado,05/03/2018,"66,36",Deposit,Income
Aportación fondo indexado,01/02/2018,"5,00",Investment,Expenses
Cobro trabajo freelance,28/02/2018,"149,88",Salary,Income
Pago nómina trabajo,14/02/2018,"37,78",Salary,Income
Comida rápida mediodía,17/02/2018,"25,01",Food,Expenses
Mercadona semana despensa,09/02/2018,"11,09",Food,Expenses
Compra grande mensual,09/02/2018,"30,55",Food,Expenses
Cena casa amigos,14/02/2018,"5,58",Food,Expenses
Factura luz mes,19/02/2018,"81,39",Invoice,Expenses
Factura internet fibra,07/02/2018,"3,80",Invoice,Expenses
Seguro coche mensual,22/02/2018,"91,03",Invoice,Expenses
Compra libros ocio,13/02/2018,"27,66",Leisure,Expenses
Partido fútbol estadio,27/02/2018,"29,57",Leisure,Expenses
Concierto música live,07/02/2018,"8,59",Leisure,Expenses
Inversión S&P500,01/01/2018,"10,00",Investment,Expenses
Ingreso laboral mensual,23/01/2018,"98,95",Salary,Income
Menú del día trabajo,09/01/2018,"8,80",Food,Expenses
Brunch fin semana,08/01/2018,"2,30",Food,Expenses
Seguro vida mensual,04/01/2018,"70,68",Invoice,Expenses
Material oficina compra,25/01/2018,"91,79",Invoice,Expenses
Servicio profesional puntual,17/01/2018,"70,42",Invoice,Expenses
Factura teléfono móvil,07/01/2018,"93,31",Invoice,Expenses
Paseo turístico ciudad,08/01/2018,"18,96",Leisure,Expenses
Ocio fin de semana,20/01/2018,"29,51",Leisure,Expenses
Spotify música mensual,06/01/2018,"16,23",Leisure,Expenses
Compra libros ocio,15/12/2017,"12,50",Leisure,Expenses
Mercadona semana despensa,20/12/2017,"28,40",Food,Expenses
Factura internet fibra,05/12/2017,"35,00",Invoice,Expenses
Cobro trabajo freelance,22/12/2017,"120,00",Salary,Income
Transferencia recibida amigo,10/12/2017,"50,00",Deposit,Income
Aportación plan ahorro,01/12/2017,"10,00",Investment,Expenses
Cena restaurante semana,14/12/2017,"18,75",Leisure,Expenses
Aportación índice bursátil,01/11/2017,"10,00",Investment,Expenses
Pago nómina trabajo,26/11/2017,"77,85",Salary,Income
Ingreso laboral mensual,8/11/2017,"55,06",Salary,Income
Mercadona semana despensa,18/11/2017,"17,95",Food,Expenses
Comida delivery casa,6/11/2017,"8,48",Food,Expenses
Frutería mercado local,11/11/2017,"35,68",Food,Expenses
Almuerzo entre semana,1/11/2017,"45,48",Food,Expenses
Recibo seguro médico,13/11/2017,"6,74",Invoice,Expenses
Mantenimiento coche taller,24/11/2017,"40,62",Invoice,Expenses
Factura teléfono móvil,2/11/2017,"8,79",Invoice,Expenses
Factura luz mes,5/11/2017,"71,21",Invoice,Expenses
Actividad deportiva semana,14/11/2017,"17,63",Leisure,Expenses
HBO suscripción mensual,16/11/2017,"25,30",Leisure,Expenses
Transferencia familiar recibida,17/11/2017,"81,14",Deposit,Income
Aportación plan pensiones,01/10/2017,"20,00",Investment,Expenses
Nómina mensual empresa,25/10/2017,"120,83",Salary,Income
Pizza noche viernes,17/10/2017,"22,85",Food,Expenses
Sushi delivery noche,21/10/2017,"40,23",Food,Expenses
Compra semanal Alcampo,27/10/2017,"25,33",Food,Expenses
Compra diaria alimentación,12/10/2017,"26,48",Food,Expenses
Factura gas calefacción,27/10/2017,"7,88",Invoice,Expenses
Pago suscripción app,22/10/2017,"23,93",Invoice,Expenses
Seguro coche mensual,11/10/2017,"50,10",Invoice,Expenses
Pago mensual almacenamiento,24/10/2017,"41,38",Invoice,Expenses
Café con compañeros,1/10/2017,"6,48",Leisure,Expenses
Salida noche amigos,27/10/2017,"19,22",Leisure,Expenses
Compra fondo emergentes,01/09/2017,"15,00",Investment,Expenses
Ingreso extra proyecto,20/09/2017,"115,09",Salary,Income
Transferencia nómina empresa,18/09/2017,"34,74",Salary,Income
Compra Lidl alimentación,16/09/2017,"49,07",Food,Expenses
Comida delivery casa,18/09/2017,"23,34",Food,Expenses
Supermercado Día semana,02/09/2017,"2,49",Food,Expenses
Comida rápida mediodía,07/09/2017,"3,01",Food,Expenses
Seguro vida mensual,09/09/2017,"85,94",Invoice,Expenses
Compra electrónica online,14/09/2017,"0,52",Invoice,Expenses
Recibo parking mensual,03/09/2017,"46,17",Invoice,Expenses
Factura luz mes,03/09/2017,"7,91",Invoice,Expenses
Disney+ renovación mensual,13/09/2017,"3,13",Leisure,Expenses
Evento deporte espectáculo,21/09/2017,"12,72",Leisure,Expenses
Streaming plataforma digital,09/09/2017,"28,72",Leisure,Expenses
Aportación fondo indexado,01/08/2017,"15,00",Investment,Expenses
Ingreso trabajo parcial,22/08/2017,"127,52",Salary,Income
Pago trabajo puntual,10/08/2017,"53,49",Salary,Income
Mercadona semana despensa,08/08/2017,"37,72",Food,Expenses
Vermut aperitivo domingo,25/08/2017,"26,90",Food,Expenses
Alimentación semana corriente,10/08/2017,"9,01",Food,Expenses
Tapas bar con amigos,25/08/2017,"42,11",Food,Expenses
Tasa municipal anual,18/08/2017,"87,76",Invoice,Expenses
Suscripción revista digital,04/08/2017,"56,85",Invoice,Expenses
Compra ropa casual,13/08/2017,"13,53",Leisure,Expenses
Tarde cine ciudad,05/08/2017,"14,19",Leisure,Expenses
Entrada teatro obra,12/08/2017,"14,04",Leisure,Expenses
Compra acciones tecnología,01/07/2017,"20,00",Investment,Expenses
Salario mes corriente,20/07/2017,"97,34",Salary,Income
Cena romántica restaurante,17/07/2017,"28,72",Food,Expenses
Compra semanal Alcampo,17/07/2017,"7,03",Food,Expenses
Comida rápida mediodía,08/07/2017,"44,88",Food,Expenses
Pizza noche viernes,03/07/2017,"15,04",Food,Expenses
Factura internet fibra,07/07/2017,"79,84",Invoice,Expenses
Cuota comunidad propietarios,13/07/2017,"4,34",Invoice,Expenses
Tarde spa relax,07/07/2017,"15,65",Leisure,Expenses
Compra participaciones fondo,01/06/2017,"10,00",Investment,Expenses
Cobro trabajo freelance,21/06/2017,"120,82",Salary,Income
Pago horas extra,10/06/2017,"37,73",Salary,Income
Brunch fin semana,26/06/2017,"45,29",Food,Expenses
Compra supermercado semanal,24/06/2017,"21,12",Food,Expenses
Factura anual dominio web,23/06/2017,"75,03",Invoice,Expenses
Servicio profesional puntual,28/06/2017,"44,00",Invoice,Expenses
Factura teléfono móvil,08/06/2017,"75,71",Invoice,Expenses
Clase yoga mensual,21/06/2017,"1,17",Leisure,Expenses
Paseo turístico ciudad,26/06/2017,"18,43",Leisure,Expenses
Spotify música mensual,11/06/2017,"21,18",Leisure,Expenses
Actividad surf vacaciones,21/06/2017,"191,75",Vacations,Expenses
Parque temático viaje,23/06/2017,"66,52",Vacations,Expenses
Depósito fondo inversión,01/05/2017,"15,00",Investment,Expenses
Ingreso sueldo mensual,23/05/2017,"143,03",Salary,Income
Desayuno cafetería trabajo,27/05/2017,"21,91",Food,Expenses
Frutería mercado local,09/05/2017,"41,81",Food,Expenses
Cuota gimnasio mensual,13/05/2017,"33,48",Invoice,Expenses
Suscripción software mensual,04/05/2017,"81,78",Invoice,Expenses
Recibo agua mensual,27/05/2017,"54,68",Invoice,Expenses
Amazon Prime renovación,13/05/2017,"5,11",Invoice,Expenses
Tarde karting amigos,04/05/2017,"14,50",Leisure,Expenses
Partido fútbol estadio,23/05/2017,"10,42",Leisure,Expenses
Inversión ETF mensual,01/04/2017,"20,00",Investment,Expenses
Ingreso extra proyecto,27/04/2017,"100,96",Salary,Income
Compra diaria alimentación,11/04/2017,"47,83",Food,Expenses
Comida delivery casa,04/04/2017,"2,96",Food,Expenses
Vermut aperitivo domingo,24/04/2017,"8,33",Food,Expenses
Pago servicio online,16/04/2017,"89,83",Invoice,Expenses
Seguro hogar anual,11/04/2017,"78,41",Invoice,Expenses
Compra libros ocio,28/04/2017,"1,93",Leisure,Expenses
Netflix suscripción mensual,20/04/2017,"23,45",Leisure,Expenses
Salida noche amigos,23/04/2017,"17,82",Leisure,Expenses
Devolución dinero prestado,13/04/2017,"26,62",Deposit,Income
Inversión cartera valores,01/03/2017,"15,00",Investment,Expenses
Ingreso trabajo parcial,25/03/2017,"159,59",Salary,Income
Pago nómina trabajo,18/03/2017,"10,65",Salary,Income
Carnicería compra semana,02/03/2017,"14,93",Food,Expenses
Brunch fin semana,25/03/2017,"37,36",Food,Expenses
Cuota comunidad propietarios,10/03/2017,"45,23",Invoice,Expenses
Seguro coche mensual,08/03/2017,"25,77",Invoice,Expenses
Aperitivo domingo amigos,15/03/2017,"18,77",Leisure,Expenses
Reembolso seguro médico,07/03/2017,"54,47",Deposit,Income
Parking aeropuerto reserva,22/03/2017,"35,48",Vacations,Expenses
Inversión S&P500,01/02/2017,"15,00",Investment,Expenses
Pago trabajo puntual,26/02/2017,"75,41",Salary,Income
Panadería desayunos semana,16/02/2017,"8,46",Food,Expenses
Compra grande mensual,08/02/2017,"48,68",Food,Expenses
Factura luz mes,03/02/2017,"36,62",Invoice,Expenses
Servicio profesional puntual,01/02/2017,"37,39",Invoice,Expenses
Salida bar copas,01/02/2017,"2,21",Leisure,Expenses
Actividad deportiva semana,24/02/2017,"26,72",Leisure,Expenses
Ocio fin de semana,23/02/2017,"9,45",Leisure,Expenses
Cobro trabajo puntual,10/02/2017,"68,74",Deposit,Income
Aportación fondo indexado,01/01/2017,"20,00",Investment,Expenses
Cobro nómina completa,22/01/2017,"137,38",Salary,Income
Cobro trabajo freelance,18/01/2017,"21,10",Salary,Income
Pedido comida online,18/01/2017,"11,07",Food,Expenses
Comida rápida mediodía,16/01/2017,"43,69",Food,Expenses
Cena entre semana,05/01/2017,"24,83",Food,Expenses
Amazon Prime renovación,04/01/2017,"41,67",Invoice,Expenses
Recibo seguro médico,18/01/2017,"55,50",Invoice,Expenses
Compra ocio personal,12/01/2017,"9,37",Leisure,Expenses
Spotify música mensual,13/01/2017,"28,16",Leisure,Expenses
Tarde spa relax,17/01/2017,"25,06",Leisure,Expenses
Ingreso extra varios,22/01/2017,"35,86",Deposit,Income
Aportación mínima fondo,01/12/2016,"5,00",Investment,Expenses
Salario quincenal trabajo,22/12/2016,"64,38",Salary,Income
Cobro trabajo mes,10/12/2016,"53,14",Salary,Income
Alimentación semana corriente,2/12/2016,"6,71",Food,Expenses
Carnicería compra semana,15/12/2016,"22,65",Food,Expenses
Mercadona semana despensa,22/12/2016,"21,42",Food,Expenses
Factura teléfono móvil,4/12/2016,"41,78",Invoice,Expenses
Compra online facturada,5/12/2016,"60,31",Invoice,Expenses
Tarde de compras,26/12/2016,"24,77",Leisure,Expenses
Noche fútbol bar,8/12/2016,"23,76",Leisure,Expenses
Factura vuelo ida vuelta,10/12/2016,"26,88",Vacations,Expenses
Tarde cine ciudad,23/12/2016,"37,59",Leisure,Expenses
Aportación plan ahorro,01/11/2016,"15,00",Investment,Expenses
Cobro mensual empleo,23/11/2016,"58,83",Salary,Income
Pago horas extra,8/11/2016,"37,87",Salary,Income
Vermut aperitivo domingo,14/11/2016,"48,87",Food,Expenses
Frutería mercado local,12/11/2016,"19,79",Food,Expenses
Pedido comida online,28/11/2016,"22,01",Food,Expenses
Recibo parking mensual,10/11/2016,"31,81",Invoice,Expenses
Pago suscripción app,27/11/2016,"0,78",Invoice,Expenses
Ropa compra online,17/11/2016,"68,41",Invoice,Expenses
Mantenimiento coche taller,10/11/2016,"7,64",Invoice,Expenses
Cena restaurante semana,20/11/2016,"10,44",Leisure,Expenses
Depósito fondo inversión,01/10/2016,"15,00",Investment,Expenses
Pago nómina trabajo,21/10/2016,"81,93",Salary,Income
Ingreso laboral mensual,15/10/2016,"27,91",Salary,Income
Panadería desayunos semana,18/10/2016,"49,19",Food,Expenses
Compra supermercado semanal,13/10/2016,"3,28",Food,Expenses
Compra grande mensual,25/10/2016,"45,86",Food,Expenses
Carnicería compra semana,25/10/2016,"11,25",Food,Expenses
Factura anual dominio web,5/10/2016,"89,99",Invoice,Expenses
Suscripción servicio digital,4/10/2016,"24,70",Invoice,Expenses
Actividad deportiva semana,2/10/2016,"27,53",Leisure,Expenses
Streaming plataforma digital,5/10/2016,"8,31",Leisure,Expenses
Compra fondo emergentes,01/09/2016,"15,00",Investment,Expenses
Ingreso sueldo mensual,28/09/2016,"59,55",Salary,Income
Menú del día trabajo,10/09/2016,"40,36",Food,Expenses
Mercadona semana despensa,15/09/2016,"47,92",Food,Expenses
Hamburguesa comida rápida,03/09/2016,"42,26",Food,Expenses
Servicio profesional puntual,25/09/2016,"39,96",Invoice,Expenses
Tarifa plan datos móvil,27/09/2016,"83,59",Invoice,Expenses
Actividad cultural ciudad,06/09/2016,"24,79",Leisure,Expenses
Netflix suscripción mensual,13/09/2016,"1,01",Leisure,Expenses
Clase yoga mensual,08/09/2016,"27,56",Leisure,Expenses
Compra participaciones fondo,01/08/2016,"5,00",Investment,Expenses
Transferencia nómina empresa,26/08/2016,"92,89",Salary,Income
Pedido comida online,27/08/2016,"16,67",Food,Expenses
Supermercado Día semana,04/08/2016,"39,98",Food,Expenses
Desayuno cafetería trabajo,09/08/2016,"29,28",Food,Expenses
Seguro hogar anual,07/08/2016,"78,81",Invoice,Expenses
Seguro vida mensual,20/08/2016,"49,49",Invoice,Expenses
Cuota colegio profesional,11/08/2016,"89,38",Invoice,Expenses
Cuota plataforma web,05/08/2016,"28,07",Invoice,Expenses
Compra libros ocio,07/08/2016,"15,43",Leisure,Expenses
Tarde spa relax,03/08/2016,"26,12",Leisure,Expenses
Entrada museo viaje,27/08/2016,"48,36",Vacations,Expenses
Aportación cartera bolsa,01/07/2016,"10,00",Investment,Expenses
Cobro nómina completa,26/07/2016,"127,21",Salary,Income
Carnicería compra semana,03/07/2016,"47,35",Food,Expenses
Pizza noche viernes,03/07/2016,"23,09",Food,Expenses
Compra diaria alimentación,10/07/2016,"35,66",Food,Expenses
Compra electrónica online,02/07/2016,"14,47",Invoice,Expenses
Recibo parking mensual,17/07/2016,"9,32",Invoice,Expenses
Suscripción revista digital,02/07/2016,"75,45",Invoice,Expenses
Recibo seguro médico,24/07/2016,"79,52",Invoice,Expenses
Escape room amigos,11/07/2016,"20,20",Leisure,Expenses
Concierto música live,22/07/2016,"12,74",Leisure,Expenses
Snorkel playa vacaciones,16/07/2016,"34,69",Vacations,Expenses
Aportación plan pensiones,01/06/2016,"5,00",Investment,Expenses
Pago trabajo puntual,24/06/2016,"106,47",Salary,Income
Frutería mercado local,09/06/2016,"15,62",Food,Expenses
Vermut aperitivo domingo,18/06/2016,"27,40",Food,Expenses
Compra supermercado semanal,03/06/2016,"49,58",Food,Expenses
Compra Lidl alimentación,19/06/2016,"30,99",Food,Expenses
Pago mensual almacenamiento,25/06/2016,"53,91",Invoice,Expenses
Factura anual dominio web,20/06/2016,"9,54",Invoice,Expenses
Factura gas calefacción,08/06/2016,"56,61",Invoice,Expenses
Factura internet fibra,16/06/2016,"3,13",Invoice,Expenses
Compra ocio personal,12/06/2016,"19,79",Leisure,Expenses
Aperitivo domingo amigos,27/06/2016,"16,62",Leisure,Expenses
Inversión cartera valores,01/05/2016,"10,00",Investment,Expenses
Nómina mensual empresa,25/05/2016,"63,53",Salary,Income
Supermercado Día semana,26/05/2016,"19,88",Food,Expenses
Cena entre semana,22/05/2016,"10,51",Food,Expenses
Alimentación semana corriente,22/05/2016,"31,67",Food,Expenses
Tasa municipal anual,13/05/2016,"87,79",Invoice,Expenses
Compra material deporte,22/05/2016,"64,29",Invoice,Expenses
Mantenimiento coche taller,16/05/2016,"84,02",Invoice,Expenses
Suscripción revista digital,08/05/2016,"79,22",Invoice,Expenses
Vermut domingo terraceo,16/05/2016,"10,72",Leisure,Expenses
Clase yoga mensual,21/05/2016,"25,48",Leisure,Expenses
Salida bar copas,25/05/2016,"19,81",Leisure,Expenses
Reembolso compra anterior,16/05/2016,"21,76",Deposit,Income
Inversión pequeña bolsa,01/04/2016,"5,00",Investment,Expenses
Ingreso trabajo parcial,22/04/2016,"91,26",Salary,Income
Carnicería compra semana,05/04/2016,"40,75",Food,Expenses
Panadería desayunos semana,22/04/2016,"34,92",Food,Expenses
Pago mensual almacenamiento,08/04/2016,"46,02",Invoice,Expenses
Amazon Prime renovación,06/04/2016,"69,59",Invoice,Expenses
Compra online facturada,17/04/2016,"60,34",Invoice,Expenses
Compra electrónica online,05/04/2016,"25,26",Invoice,Expenses
Café con compañeros,21/04/2016,"13,72",Leisure,Expenses
Compra libros ocio,14/04/2016,"22,65",Leisure,Expenses
HBO suscripción mensual,13/04/2016,"10,24",Leisure,Expenses
Depósito fondo inversión,01/03/2016,"5,00",Investment,Expenses
Salario mes corriente,20/03/2016,"85,47",Salary,Income
Cobro trabajo freelance,13/03/2016,"58,59",Salary,Income
Vermut aperitivo domingo,23/03/2016,"28,32",Food,Expenses
Sushi delivery noche,16/03/2016,"37,02",Food,Expenses
Recibo agua mensual,11/03/2016,"60,07",Invoice,Expenses
Factura gas calefacción,06/03/2016,"11,83",Invoice,Expenses
Cuota comunidad propietarios,07/03/2016,"73,50",Invoice,Expenses
Factura luz mes,14/03/2016,"57,72",Invoice,Expenses
Netflix suscripción mensual,21/03/2016,"27,95",Leisure,Expenses
Disney+ renovación mensual,12/03/2016,"16,79",Leisure,Expenses
Ingreso freelance extra,07/03/2016,"80,53",Deposit,Income
Aportación fondo indexado,01/02/2016,"15,00",Investment,Expenses
Salario quincenal trabajo,28/02/2016,"98,00",Salary,Income
Frutería mercado local,03/02/2016,"40,33",Food,Expenses
Supermercado Día semana,12/02/2016,"12,99",Food,Expenses
Menú del día trabajo,24/02/2016,"25,44",Food,Expenses
Servicio profesional puntual,12/02/2016,"46,11",Invoice,Expenses
Factura teléfono móvil,04/02/2016,"18,03",Invoice,Expenses
Actividad cultural ciudad,04/02/2016,"11,68",Leisure,Expenses
Actividad deportiva semana,03/02/2016,"26,10",Leisure,Expenses
Paseo turístico ciudad,27/02/2016,"19,71",Leisure,Expenses
Compra acciones tecnología,01/01/2016,"10,00",Investment,Expenses
Ingreso sueldo mensual,20/01/2016,"53,23",Salary,Income
Cena romántica restaurante,13/01/2016,"20,07",Food,Expenses
Alimentación semana corriente,12/01/2016,"18,76",Food,Expenses
Compra supermercado semanal,20/01/2016,"10,90",Food,Expenses
Tapas bar con amigos,15/01/2016,"20,81",Food,Expenses
Pago suscripción app,27/01/2016,"18,81",Invoice,Expenses
Pago servicio online,11/01/2016,"63,41",Invoice,Expenses
Salida bar copas,20/01/2016,"14,68",Leisure,Expenses
Tarde cine ciudad,18/01/2016,"22,87",Leisure,Expenses
Aportación índice bursátil,01/12/2015,"5,00",Investment,Expenses
Pago horas extra,27/12/2015,"46,85",Salary,Income
Transferencia nómina empresa,10/12/2015,"25,61",Salary,Income
Pizza noche viernes,16/12/2015,"39,87",Food,Expenses
Panadería desayunos semana,21/12/2015,"23,45",Food,Expenses
Comida rápida mediodía,14/12/2015,"36,54",Food,Expenses
Recibo seguro médico,21/12/2015,"35,73",Invoice,Expenses
Ropa compra online,4/12/2015,"81,63",Invoice,Expenses
Escape room amigos,13/12/2015,"17,42",Leisure,Expenses
Tarde spa relax,17/12/2015,"4,75",Leisure,Expenses
Ingreso venta objeto,23/12/2015,"44,54",Deposit,Income
Compra participaciones fondo,01/11/2015,"15,00",Investment,Expenses
Ingreso extra proyecto,22/11/2015,"84,40",Salary,Income
Pago trabajo puntual,9/11/2015,"44,88",Salary,Income
Compra Lidl alimentación,3/11/2015,"19,68",Food,Expenses
Sushi delivery noche,6/11/2015,"18,53",Food,Expenses
Alimentación semana corriente,5/11/2015,"8,71",Food,Expenses
Comida delivery casa,14/11/2015,"9,42",Food,Expenses
Recibo domiciliado mensual,20/11/2015,"21,26",Invoice,Expenses
Compra electrónica online,10/11/2015,"17,61",Invoice,Expenses
Cuota gimnasio mensual,2/11/2015,"67,64",Invoice,Expenses
Ocio fin de semana,20/11/2015,"13,97",Leisure,Expenses
Cobro deuda pendiente,11/11/2015,"64,15",Deposit,Income
Aportación plan ahorro,01/10/2015,"5,00",Investment,Expenses
Cobro trabajo mes,23/10/2015,"32,89",Salary,Income
Salario mes corriente,10/10/2015,"33,09",Salary,Income
Carnicería compra semana,17/10/2015,"4,43",Food,Expenses
Cena entre semana,21/10/2015,"6,90",Food,Expenses
Compra diaria alimentación,8/10/2015,"34,25",Food,Expenses
Vermut aperitivo domingo,15/10/2015,"38,71",Food,Expenses
Factura luz mes,24/10/2015,"36,28",Invoice,Expenses
Amazon Prime renovación,20/10/2015,"44,13",Invoice,Expenses
Pago servicio online,14/10/2015,"65,43",Invoice,Expenses
Evento deporte espectáculo,5/10/2015,"6,58",Leisure,Expenses
Compra libros ocio,24/10/2015,"20,49",Leisure,Expenses
Disney+ renovación mensual,17/10/2015,"5,24",Leisure,Expenses
Inversión cartera valores,01/09/2015,"5,00",Investment,Expenses
Cobro nómina completa,23/09/2015,"67,06",Salary,Income
Frutería mercado local,04/09/2015,"16,53",Food,Expenses
Compra semanal Alcampo,23/09/2015,"2,78",Food,Expenses
Seguro hogar anual,18/09/2015,"57,57",Invoice,Expenses
Recibo parking mensual,26/09/2015,"56,02",Invoice,Expenses
Cine tarde semana,26/09/2015,"8,78",Leisure,Expenses
Ingreso alquiler habitación,08/09/2015,"96,71",Deposit,Income
Compra ETF mensual,01/08/2015,"5,00",Investment,Expenses
Ingreso trabajo parcial,21/08/2015,"76,21",Salary,Income
Tapas bar con amigos,03/08/2015,"10,90",Food,Expenses
Desayuno cafetería trabajo,17/08/2015,"5,46",Food,Expenses
Comida delivery casa,10/08/2015,"6,60",Food,Expenses
Servicio profesional puntual,01/08/2015,"13,15",Invoice,Expenses
Mantenimiento coche taller,05/08/2015,"39,97",Invoice,Expenses
Cuota gimnasio mensual,24/08/2015,"42,36",Invoice,Expenses
Cuota comunidad propietarios,04/08/2015,"62,84",Invoice,Expenses
Salida bar copas,12/08/2015,"25,68",Leisure,Expenses
Entrada teatro obra,12/08/2015,"28,84",Leisure,Expenses
Devolución dinero prestado,19/08/2015,"55,07",Deposit,Income
Cena marisquería vacaciones,21/08/2015,"77,97",Vacations,Expenses
Actividad aventura vacaciones,24/08/2015,"80,54",Vacations,Expenses
Actividad surf vacaciones,17/08/2015,"39,99",Vacations,Expenses
Depósito fondo inversión,01/07/2015,"10,00",Investment,Expenses
Pago horas extra,22/07/2015,"80,48",Salary,Income
Cobro trabajo freelance,13/07/2015,"50,29",Salary,Income
Cena romántica restaurante,09/07/2015,"49,68",Food,Expenses
Menú del día trabajo,27/07/2015,"44,24",Food,Expenses
Compra electrónica online,23/07/2015,"39,23",Invoice,Expenses
Cuota plataforma web,01/07/2015,"63,76",Invoice,Expenses
Pago mensual almacenamiento,16/07/2015,"20,67",Invoice,Expenses
Factura anual dominio web,08/07/2015,"14,34",Invoice,Expenses
Vermut domingo terraceo,15/07/2015,"24,37",Leisure,Expenses
Salida noche amigos,11/07/2015,"29,12",Leisure,Expenses
Visita monumentos viaje,11/07/2015,"51,30",Vacations,Expenses
Parque temático viaje,14/07/2015,"161,67",Vacations,Expenses
Cena típica destino,25/07/2015,"40,55",Vacations,Expenses
Inversión bolsa mensual,01/06/2015,"5,00",Investment,Expenses
Cobro mensual empleo,22/06/2015,"67,15",Salary,Income
Sushi delivery noche,16/06/2015,"4,70",Food,Expenses
Compra grande mensual,14/06/2015,"14,46",Food,Expenses
Compra diaria alimentación,26/06/2015,"8,49",Food,Expenses
Alimentación semana corriente,24/06/2015,"38,91",Food,Expenses
Compra online facturada,12/06/2015,"15,52",Invoice,Expenses
Amazon Prime renovación,09/06/2015,"84,69",Invoice,Expenses
Café con compañeros,24/06/2015,"14,96",Leisure,Expenses
Paseo turístico ciudad,02/06/2015,"7,94",Leisure,Expenses
Cena restaurante semana,25/06/2015,"13,41",Leisure,Expenses
Alquiler bici turismo,21/06/2015,"195,48",Vacations,Expenses
Ruta senderismo organizada,16/06/2015,"48,31",Vacations,Expenses
Seguro viaje contratado,12/06/2015,"19,12",Vacations,Expenses
Inversión periódica fondo,01/05/2015,"15,00",Investment,Expenses
Transferencia nómina empresa,27/05/2015,"67,63",Salary,Income
Frutería mercado local,11/05/2015,"40,43",Food,Expenses
Carnicería compra semana,17/05/2015,"31,87",Food,Expenses
Pago servicio online,22/05/2015,"61,15",Invoice,Expenses
Seguro hogar anual,21/05/2015,"77,86",Invoice,Expenses
Concierto música live,10/05/2015,"4,97",Leisure,Expenses
Actividad cultural ciudad,11/05/2015,"4,67",Leisure,Expenses
Ingreso trabajo esporádico,12/05/2015,"65,22",Deposit,Income
Compra fondo emergentes,01/04/2015,"10,00",Investment,Expenses
Ingreso laboral mensual,20/04/2015,"33,93",Salary,Income
Supermercado Día semana,02/04/2015,"33,11",Food,Expenses
Menú del día trabajo,24/04/2015,"39,13",Food,Expenses
Panadería desayunos semana,21/04/2015,"7,10",Food,Expenses
Comida rápida mediodía,27/04/2015,"38,88",Food,Expenses
Compra electrónica online,14/04/2015,"22,51",Invoice,Expenses
Pago mensual almacenamiento,21/04/2015,"28,26",Invoice,Expenses
Cuota comunidad propietarios,11/04/2015,"25,70",Invoice,Expenses
Cuota colegio profesional,19/04/2015,"63,27",Invoice,Expenses
Partido fútbol estadio,21/04/2015,"15,08",Leisure,Expenses
Tarde museo exposición,19/04/2015,"11,65",Leisure,Expenses
Cena marisquería vacaciones,14/04/2015,"15,82",Vacations,Expenses
Aportación fondo indexado,01/03/2015,"15,00",Investment,Expenses
Salario quincenal trabajo,26/03/2015,"76,66",Salary,Income
Compra grande mensual,11/03/2015,"3,21",Food,Expenses
Cena entre semana,06/03/2015,"43,88",Food,Expenses
Suscripción software mensual,08/03/2015,"39,46",Invoice,Expenses
Mantenimiento coche taller,17/03/2015,"34,73",Invoice,Expenses
Suscripción servicio digital,07/03/2015,"82,95",Invoice,Expenses
Entrada teatro obra,21/03/2015,"18,18",Leisure,Expenses
Disney+ renovación mensual,20/03/2015,"27,06",Leisure,Expenses
Paseo turístico ciudad,06/03/2015,"8,16",Leisure,Expenses
